12 5 4
105 62 67 88
23 94 62 81
77 44 65 70
79 35 58 72
81 49 28 59
88 28 64 83
54 74 41 89
73 81 84 38
70 35 60 94
155 31 91 17
41 110 17 90
80 45 52 50
70 85 61 9
114 47 83 10
82 45 141 27
85 51 45 37
81 56 56 69
82 49 60 13
44 51 121 91
104 9 43 14
81 51 70 93
81 50 32 24
88 53 63 71
84 67 50 69
67 99 11 24
50 52 12 58
90 52 118 58
38 43 54 28
45 14 112 87
70 48 152 41
51 45 50 22
71 26 70 8
84 32 59 80
67 38 68 70
95 104 0 22
99 81 63 94
80 52 41 72
143 73 28 4798
154 77 12 38619
81 49 72 710
103 59 48 1184
169 84 5 16076
117 63 44 4862
164 82 1 31391
88 47 57 179
54 33 3 3487
109 60 49 635
81 49 70 259
155 77 19 19921
80 51 53 64
84 49 37 2556
99 36 79 1783
80 50 60
1000 15 999
-180 170 61 54
-117 212 103 53
-87 185 -14 66
-90 186 9 48
-118 205 71 6
-181 142 67 20
-162 174 60 29
-170 194 87 14
-109 196 37 15
-114 203 48 33
-212 181 112 62
-159 180 60 10
-162 196 87 27
-131 198 60 41
-122 200 42 3
-92 179 10 32
-124 200 35 37
-103 182 14 27
-113 194 38 29
-103 185 14 19
-116 201 51 13
-140 185 56 3
-193 183 107 12
-133 196 60 13
-90 208 50 19
-140 189 55 19
-188 179 101 73
-136 186 55 13
-114 198 41 4
-102 209 42 14
-146 191 70 4
-202 179 106 59
-140 197 64 61
-127 195 52 57
-180 177 96 74
-120 196 74 20
-140 196 -30 72
-163 181 90 12
-119 199 61 3
-118 208 84 31
-130 197 -29 71
-189 157 69 59
-130 199 -43 64
-72 222 33 51
-132 192 53 20
-188 186 101 14
-174 147 69 20
-178 181 94 3
-167 171 62 44
-88 169 -21 43
-122 200 52 5
-77 221 37 46
-147 171 59 12
-85 217 33 32
-118 207 78 6
-138 184 54 20
-147 194 71 53
-167 180 82 44
-166 194 89 12
-75 222 35 37
-140 193 65 8
-164 195 84 30
-114 202 51 14
-201 163 118 60
-170 178 91 35
-93 213 41 3
-193 178 102 85
-166 178 89 31
-167 154 64 24
-115 202 50 17
-169 158 68 17
-149 172 61 12
-119 198 64 13
-153 190 72 50
-159 166 63 48
-120 197 68 4
-120 200 48 3
-144 194 -20 55
-95 207 52 25
-170 150 71 41
-173 179 92 20
-193 141 70 33
-123 200 33 3
-117 211 96 32
-100 205 50 12
-130 199 58 3
-132 192 54 3
-176 175 92 38
-146 195 -39 31
-123 200 35 34
-172 186 90 63
-133 194 53 38
-201 149 72 93
-124 200 12 24
-196 146 63 22
-93 179 8 21
-157 159 64 36
-117 210 95 6
-211 178 113 68
-116 213 109 13
-170 168 64 11
-188 181 102 58
-103 204 50 12
-187 176 100 22
-131 196 60 12
-103 208 45 13
-118 204 68 24
-113 198 40 25
-120 198 62 5
-143 195 71 5
-117 199 48 3
-101 194 17 8
-108 206 47 24
-133 196 8 40
-176 189 93 65
-126 198 -26 56
-87 173 -7 13
-74 171 -11 76
-132 187 53 15
-174 181 92 62
-115 198 48 3
-196 163 64 82
-117 212 101 29
-124 199 38 3
-211 185 113 62
-184 166 60 52
-101 191 14 31
-165 176 61 46
-155 183 60 33
-99 206 50 16
-118 209 89 3
-170 169 61 16
-137 196 -14 62
-89 170 -20 81
-161 177 62 41
-137 193 63 56
-148 190 72 7
-117 210 93 30
-99 192 21 7
-135 196 7 10
-170 190 93 61
-118 207 78 14
-209 178 114 67
-173 164 68 56
-93 213 41 6
-127 195 53 27
-179 163 70 31
-207 187 105 70
-173 149 63 40
-145 179 58 15
-127 197 -9 37
-100 179 -3 28
-121 200 52 3
-156 191 75 36
-120 200 46 6
-108 189 31 27
-116 213 111 19
-161 175 57 14
-170 154 66 32
-132 199 -4 21
-129 199 0 8
-117 214 113 51
-126 198 2 24
-174 159 67 24
-116 212 105 50
-119 200 53 12
-118 208 85 7
-192 146 61 47
-72 224 26 24
-173 154 64 9
-130 193 54 10
-121 202 47 3
-120 198 63 3
-129 199 58 38
-138 193 -7 39
-82 173 -3 10
-80 170 -6 61
-120 196 72 10
-99 211 44 22
-162 191 80 21
-165 177 85 47
-160 192 79 23
-113 202 50 18
-118 209 90 34
-135 188 56 3
-141 195 -25 11
-198 188 106 22
-116 213 109 22
-117 211 96 38
-79 219 31 8
-140 198 -15 12
-146 187 70 35
-210 164 117 95
-108 189 30 20
-114 198 40 41
-196 188 109 78
-173 187 89 20
-107 195 27 10
-126 196 52 19
-70 224 28 36
-175 178 94 27
-117 211 99 34
-102 187 16 40
-135 197 -7 40
-129 199 8 28
-161 169 63 23
-125 194 52 3
-169 190 89 60
-143 196 -38 29
-126 199 -32 48
-75 221 31 49
-137 186 54 8
-184 141 62 24
-178 173 95 75
-125 199 27 12
-163 156 65 11
-127 199 26 28
-201 182 108 21
-122 200 52 4
-194 168 102 46
-117 212 100 26
-133 195 -40 81
-116 215 113 45
-160 184 79 40
-132 196 60 10
-118 206 77 17
-161 185 83 7
-117 212 107 42
-144 191 -38 88
-156 169 61 6
-119 200 43 3
-78 181 -9 60
-69 224 30 57
-110 203 50 13
-179 184 91 13
-105 208 45 18
-117 209 92 27
-154 173 57 23
-100 206 51 11
-145 185 57 39
-171 168 64 56
-144 191 71 3
-119 197 66 15
-91 214 41 8
-154 191 76 46
-135 197 62 42
-99 177 6 16
-125 197 52 45
-106 207 46 7
-142 198 -32 61
-150 174 58 32
-119 206 74 20
-178 166 65 42
-135 193 55 17
-182 162 61 44
-171 151 61 15
-124 197 52 47
-133 198 -37 24
-183 162 62 23
-167 151 64 48
-75 222 30 29
-151 195 77 10
-113 196 41 38
-129 199 -31 80
-118 208 87 11
-131 192 53 32
-167 161 63 51
-144 195 70 24
-91 214 39 25
-147 197 -28 40
-105 208 44 20
-132 197 60 66
-156 185 80 19
-126 195 52 66
-183 168 61 53
-166 186 86 8
-143 194 -25 12
-123 204 45 3
-119 204 67 28
-125 200 55 39
-157 170 63 22
-133 195 -28 49
-194 143 66 83
-135 192 54 42
-126 198 31 12
-133 194 2 40
-137 195 -15 63
-166 158 63 20
-169 172 64 17
-165 170 60 43
-140 197 65 61
-116 214 111 48
-117 214 110 38
-150 186 56 24
-115 198 43 27
-117 212 105 12
-123 200 30 12
-115 202 51 20
-87 215 35 19
-163 175 60 35
-125 198 31 53
-171 171 60 55
-167 183 90 45
-94 207 50 23
-126 197 56 3
-119 203 62 3
-121 200 51 11
-175 150 65 32
-113 199 46 7
-77 221 32 31
-98 210 40 14
-122 199 25 21
-120 199 57 12
-141 189 55 16
-156 176 57 22
-68 224 33 27
-177 152 69 30
-118 207 82 16
-197 167 105 28
-108 196 32 42
-169 166 65 3
-188 139 73 30
-163 179 59 39
-158 165 60 8
-101 210 42 6
-193 184 107 92
-142 194 69 29
-153 188 76 32
-121 200 52 7
-165 157 65 26
-117 207 80 26
-147 192 73 5
-96 212 39 3
-95 207 53 10
-106 207 45 18
-123 199 35 50
-172 191 92 16
-120 197 67 5
-118 206 78 19
-182 173 93 63
-167 171 62 32
-128 192 52 63
-144 183 57 13
-149 178 56 3
-80 184 -1 16
-126 196 52 57
-150 173 59 41
-120 198 62 3
-128 193 53 44
-132 195 61 3
-143 185 54 4
-121 200 40 8
-164 169 63 51
-124 200 -3 28
-190 177 105 70
-153 178 58 27
-129 192 52 21
-159 161 59 20
-122 203 44 3
-197 168 107 45
-86 216 40 20
-150 178 57 10
-174 172 64 38
-100 206 51 17
-97 206 50 7
-125 195 52 38
-174 145 64 27
-175 148 66 36
-192 178 101 40
-127 198 1 14
-138 186 55 10
-117 212 107 12
-69 223 27 23
-109 196 28 39
-122 199 13 24
-85 187 -10 58
-161 169 65 11
-97 174 -14 61
-119 200 37 6
-114 203 48 16
-104 207 43 3
-203 145 62 26
-119 196 73 8
-116 214 113 23
-88 168 -4 53
-191 187 101 12
-198 184 108 81
-170 164 64 6
-213 183 115 73
-187 164 63 27
-173 187 91 51
-176 192 92 24
-99 206 51 3
-119 205 70 11
-82 218 39 16
-98 183 6 33
-152 168 62 37
-172 153 66 49
-131 195 53 24
-172 185 91 16
-129 196 52 60
-111 195 35 32
-82 188 -8 17
-177 178 95 18
-126 200 56 30
-147 191 71 20
-149 175 56 27
-110 190 35 43
-126 198 -18 57
-117 212 104 11
-152 189 77 7
-113 203 49 14
-113 202 51 3
-118 207 81 3
-124 197 52 38
-171 158 62 15
-83 217 39 37
-99 211 44 16
-118 209 90 32
-190 136 61 30
-93 207 51 20
-117 212 105 40
-174 178 88 33
-191 146 69 21
-155 164 64 19
-170 170 64 58
-177 172 65 17
-162 191 84 6
-120 199 43 3
-170 183 96 46
-173 172 63 24
-119 200 48 4
-157 170 62 19
-117 201 51 12
-167 178 63 11
-108 203 50 10
-91 187 -1 35
-130 192 52 3
-172 163 59 12
-91 214 38 27
-161 170 57 19
-125 199 20 40
-110 203 50 3
-201 175 105 50
-127 199 19 10
-125 199 -16 19
-77 221 29 14
-99 210 45 7
-135 192 63 52
-167 170 57 48
-167 175 61 15
-198 165 109 17
-123 199 24 20
-93 207 50 24
-149 184 58 22
-126 194 52 43
-163 163 63 43
-175 180 90 22
-118 205 73 21
-179 183 96 22
-144 190 -26 50
-129 199 19 37
-126 199 -18 17
-120 200 45 3
-116 212 102 6
-134 197 -42 35
-174 157 68 16
-153 190 78 9
-120 201 49 3
-117 214 108 52
-155 189 80 19
-131 193 53 11
-143 192 -21 48
-151 179 55 11
-116 212 103 15
-120 198 63 3
-153 174 57 33
-145 193 70 48
-89 208 52 12
-190 160 64 12
-114 200 47 3
-177 187 88 13
-151 182 56 12
-124 199 54 3
-203 153 61 58
-131 197 -41 60
-185 144 61 24
-138 194 64 16
-120 199 46 3
-176 151 68 30
-122 200 16 6
-133 193 54 21
-115 214 110 25
-149 168 60 8
-120 200 48 6
-133 191 54 45
-120 198 63 12
-120 196 74 10
-206 153 64 78
-93 182 9 28
-92 168 117 99
-128 226 1 43
-84 202 4 35
-105 194 16 45
-130 188 -37 97
-168 197 98 66
-127 206 56 25
-145 273 -16 65
-32 214 66 50
-125 133 116 85
-126 270 104 33
-70 189 90 23
-84 195 79 42
-115 249 117 27
-144 207 21 21
-133 197 -11 39
-121 203 82 84
-100 162 -16 60
-165 156 28 84
-96 238 141 44
-106 212 68 35
-119 201 91 66
-117 199 60 43
-120 226 18 5
-124 291 74 31
-150 199 108 5
-135 213 73 13
-103 200 53 35
-199 183 79 45
-111 185 -15 65
-113 193 44 68
-167 167 104 99
-128 158 42 47
-125 200 54 76
-120 202 49 73
-114 201 92 68
-116 162 -10 99
-81 224 118 39
-106 205 37 20
-138 201 31 65
-110 208 24 98
-94 197 31 54
-129 204 15 94
-127 212 39 5
-105 211 -40 98
-164 190 99 35
-98 183 88 55
-124 178 101 65
-130 213 31 50
-116 206 43 90
-85 196 99 83
-128 190 118 9
-152 199 -5 67
-103 240 111 57
-119 200 49 89
-123 190 136 5
-124 210 66 65
-115 191 37 80
-109 205 51 63
-119 180 73 83
-107 198 56 60
-91 219 35 37
-120 201 66 46
-153 205 -16 60
-109 185 46 31
-120 192 34 22
-140 192 -31 99
-93 172 29 88
-212 181 32 61
-133 273 16 69
-132 190 65 42
-115 150 60 5
-112 152 68 5
-111 171 40 44
-115 259 57 68
-91 200 30 26
-145 159 23 90
-134 198 60 95
-109 245 92 58
-66 195 70 26
-159 211 68 84
-77 213 36 5
-149 127 71 40
-126 234 12 66
-120 214 107 73
-133 247 17 58
-155 197 10 56
-105 174 115 17
-109 183 147 75
-105 185 -35 31
-183 168 99 92
-70 193 111 55
-120 201 46 5
-121 199 53 76
-111 189 28 50
-88 222 117 16
-187 198 96 91
-98 163 43 84
-121 197 71 98
-194 188 81 89
-136 192 51 98
-126 167 56 7
-109 200 56 25
-110 199 55 69
-180 274 26 26
-126 197 49 45
-99 203 61 91
-68 272 57 28
-116 229 60 58
-82 111 54 92
-87 293 53 21
-119 201 49 72
-115 202 71 32
-120 197 58 61
-131 214 -10 82
-132 191 -29 22
-179 279 43 5
-112 246 68 58
-181 246 42 85
-124 159 108 62
-103 184 71 55
-141 279 63 25
-85 164 95 30
-34 190 42 45
-147 184 123 76
-121 194 41 71
-121 201 70 59
-67 180 -1 74
-81 179 45 47
-107 199 47 29
-86 192 69 13
-155 246 105 32
-134 220 102 41
-154 132 0 75
-123 199 52 60
-115 218 72 45
-91 193 108 55
-115 209 81 52
-114 189 67 75
-124 193 50 80
-105 174 94 66
-116 214 87 94
-111 209 50 58
-173 178 68 31
-111 184 65 97
-119 201 64 86
-126 192 61 80
-150 208 84 88
-111 211 68 53
-154 209 2 63
-97 162 5 10
-82 165 19 31
-128 160 10 26
-116 200 79 30
-136 180 53 70
-126 204 53 42
-21 210 72 91
-98 201 71 13
-111 201 59 78
-134 154 101 41
-160 195 93 41
-121 187 35 92
-136 244 91 61
-109 182 142 69
-93 168 41 98
-117 206 19 54
-83 208 -33 91
-168 233 63 95
-156 158 123 12
-126 229 40 72
-197 199 90 93
-91 212 63 48
-150 208 54 5
-134 235 -19 98
-155 192 80 42
-59 177 -7 43
-121 202 73 93
-99 131 46 40
-111 203 64 72
-130 204 55 5
-121 207 21 99
-120 194 -9 49
-179 201 -23 5
-168 261 38 42
-142 218 69 67
-118 201 83 59
-63 275 55 7
-143 169 44 6
-135 179 77 5
-119 197 36 57
-96 164 125 54
-142 195 99 58
-126 205 82 22
-160 222 82 96
-102 149 61 69
-121 205 43 97
-126 150 96 52
-133 187 113 30
-78 142 51 37
-72 112 56 51
-207 208 66 5
-204 206 63 27
-120 200 52 5
-148 154 62 92
-121 201 44 64
-46 180 51 5
-89 187 39 49
-118 185 22 30
-118 189 2 11
-118 202 104 51
-102 197 43 17
-58 169 16 68
-155 185 74 97
-101 183 -26 8
-168 174 61 44
-99 216 109 64
-118 190 19 59
-134 138 108 49
-129 141 130 41
-111 249 108 90
-146 193 28 71
-163 195 29 71
-153 234 45 82
-65 236 115 17
-145 195 85 13
-89 218 27 74
-118 204 114 34
-99 182 117 57
-118 192 31 30
-133 194 72 34
-129 231 61 76
-176 226 28 67
-128 234 66 12
-88 133 49 34
-30 189 15 10
-149 218 -19 26
-106 267 85 73
-94 169 22 32
-115 206 64 14
-111 201 -22 53
-112 193 -28 17
-168 176 -2 58
-118 202 46 30
-100 158 101 35
-83 194 -2 37
-162 216 80 79
-68 207 27 11
-107 232 -21 28
-77 197 131 64
-129 217 20 93
-123 150 116 24
-119 162 27 57
-110 190 50 46
-122 201 50 27
-116 210 22 26
-123 196 84 81
-147 149 3 38
-113 223 71 5
-139 209 102 63
-113 201 97 83
-150 290 81 46
-150 130 46 78
-96 149 15 28
-111 230 92 47
-136 239 76 95
-122 164 76 29
-135 224 28 34
-47 201 63 22
-116 202 45 46
-130 212 -20 24
-106 226 86 5
-114 206 80 21
-131 151 24 26
-115 249 37 42
-110 194 -19 92
-115 192 55 88
-125 194 54 89
-113 208 63 40
-134 226 147 31
-87 148 -18 32
-111 202 60 27
-120 201 129 53
-132 120 -9 67
-123 200 39 57
-128 200 -4 19
-121 180 42 89
-123 228 -42 99
-192 170 -6 67
-131 130 90 95
-171 232 6 46
-119 203 48 20
-118 194 15 63
-121 211 95 23
-141 168 -9 98
-124 201 56 76
-113 192 41 33
-119 197 150 13
-122 208 63 27
-121 199 13 64
-123 205 41 28
-127 184 -15 5
-118 201 50 97
-129 199 72 45
-121 203 58 26
-121 204 56 67
-111 207 26 85
-114 200 78 10
-126 209 49 53
-129 218 61 72
-127 164 63 5
-124 188 57 74
-97 248 42 62
-117 183 23 58
-127 206 31 11
-109 219 85 53
-125 198 123 40
-102 188 51 20
-122 212 61 87
-121 197 54 37
-78 285 29 17
-114 221 133 90
-85 192 -5 35
-170 138 7 80
-54 206 30 5
-133 203 50 55
-121 202 24 65
-135 194 40 85
-128 205 60 90
-125 224 -30 96
-130 170 116 48
-136 203 56 5
-74 224 67 36
-134 156 107 48
-101 210 94 69
-122 199 130 46
-103 208 -46 50
-120 201 43 28
-123 201 58 70
-91 232 100 31
-143 137 34 82
-121 186 64 96
-70 222 28 49
-120 200 62 5
-110 196 33 25
-88 181 35 53
-127 256 40 35
-117 200 45 24
-105 199 40 42
-118 202 37 97
-113 202 -7 79
-150 238 77 54
-130 127 52 92
-77 126 28 82
-114 209 45 16
-192 208 32 19
-92 142 31 46
-152 264 30 21
-110 202 132 91
-123 210 30 93
-150 213 43 61
-119 200 109 38
-141 200 48 72
-118 212 69 75
-122 197 77 98
-118 199 18 21
-153 204 24 40
-147 162 27 71
-121 193 57 32
-125 225 -41 5
-125 177 12 17
-121 219 11 18
-82 239 61 86
-121 200 53 88
-104 188 22 8
-113 200 132 70
-74 162 31 18
-90 223 130 69
-145 219 76 63
-124 199 79 43
-129 248 26 47
-167 240 48 34
-109 241 139 76
-119 199 23 83
-55 205 56 71
-170 211 56 70
-203 174 17 91
-157 264 28 39
-156 262 2 29
-88 116 59 14
-117 189 60 25
-120 202 37 37
-142 227 130 46
-105 202 52 16
-93 182 51 26
-175 155 -16 94
-79 258 122 91
-126 174 50 17
-83 175 0 91
-104 204 50 46
-119 200 49 61
-97 188 33 22
-122 188 72 77
-158 183 87 16
-89 213 29 33
-95 216 4 7
-183 212 26 48
-186 234 14 8
-168 151 105 43
-118 202 52 5
-154 130 66 99
-181 146 55 68
-116 188 103 93
-113 198 48 78
-122 194 -23 97
-129 205 128 66
-108 223 -5 68
-136 245 129 80
-187 155 3 86
-108 176 71 21
-150 198 129 27
-83 196 117 97
-181 191 5 18
-103 223 -30 51
-121 195 26 69
-127 200 -9 31
-133 206 -37 51
-133 189 92 31
-127 202 2 6
-110 107 51 65
-137 257 118 53
-90 221 -20 37
-120 200 116 53
-153 179 -11 61
-116 197 56 78
-158 129 29 89
-119 214 25 61
-71 146 64 88
-117 225 19 11
-124 157 61 82
-101 192 40 62
-90 198 79 58
-87 166 8 96
-116 205 -14 40
-179 247 22 47
-119 200 49 53
-114 201 53 52
-97 148 9 60
-122 285 25 55
-155 208 139 68
-197 181 -4 97
-118 183 48 57
-148 204 137 92
-121 201 50 72
-123 104 59 43
-116 198 17 79
-73 183 100 72
-126 167 111 46
-144 256 -22 15
-120 201 -47 73
-108 206 29 43
-123 202 49 49
-120 222 -4 67
-98 184 63 8
-129 196 45 29
-119 177 1 24
-117 134 12 81
-121 212 52 15
-120 200 53 39
-177 182 40 77
-122 208 58 42
-175 149 64 11
-92 197 84 8
-139 242 108 52
-30 231 47 13
-118 198 27 59
-168 171 24 94
-110 208 20 5
-117 199 57 5
-87 206 9 49
-89 246 48 83
-214 174 58 65
-116 208 49 87
-117 209 72 99
-113 278 9 89
-119 234 13 29
-135 146 40 81
-79 110 37 65
-128 229 76 84
-116 203 13 94
-67 203 13 69
-126 213 120 84
-135 115 37 22
-111 185 69 41
-79 193 85 38
-76 216 85 89
-112 217 59 86
-121 212 74 30
-112 266 -19 38
-107 129 17 65
-132 107 42 58
-134 196 -22 22775
-168 165 63 5642
-114 199 47 58
-191 177 102 34951
-132 196 60 189
-183 157 64 29426
-119 199 40 245
-122 203 46 64
-162 167 60 3179
-89 180 -3 22174
-163 189 86 16297
-80 219 35 5443
-117 211 99 12780
-120 197 69 1799
-95 206 51 620
-120 200 50
2000 15 1999
115 -114 41 8
64 -80 33 29
108 -108 40 8
72 -80 31 36
50 -73 25 51
42 -62 19 25
89 -161 54 38
68 -85 40 7
52 -65 30 26
93 -138 48 11
98 -126 47 24
101 -102 50 3
107 -119 40 18
65 -78 35 7
99 -106 50 23
88 -156 50 47
88 -90 44 8
101 -117 51 13
67 -78 29 44
101 -100 50 3
56 -72 35 24
90 -157 50 12
100 -117 48 13
75 -88 38 21
97 -142 48 26
98 -124 50 16
65 -79 33 21
85 -137 49 8
87 -168 54 61
98 -106 50 28
81 -158 53 31
85 -193 46 28
100 -102 51 3
85 -144 49 29
115 -127 38 22
66 -74 36 19
70 -173 44 24
101 -102 50 3
108 -117 42 13
51 -67 21 39
92 -161 44 21
58 -67 24 24
99 -120 50 6
80 -162 49 47
55 -70 26 42
48 -70 31 40
99 -119 50 6
51 -78 33 54
66 -84 31 16
72 -159 46 24
70 -86 33 25
103 -103 47 3
111 -118 38 3
98 -99 45 5
98 -86 34 11
98 -87 37 3
54 -62 23 32
88 -91 45 26
90 -93 45 27
56 -71 22 26
99 -103 50 4
52 -67 31 19
96 -127 49 3
60 -65 25 13
96 -120 51 18
101 -101 49 3
87 -94 45 30
93 -151 50 29
96 -182 49 24
87 -151 45 38
65 -180 42 63
91 -123 51 17
38 -54 25 61
89 -149 46 10
94 -94 48 30
99 -108 51 6
80 -178 52 28
98 -108 50 45
98 -107 49 6
91 -166 46 48
74 -152 45 51
96 -121 50 5
99 -110 50 3
92 -167 47 52
90 -166 49 40
98 -109 50 52
94 -162 53 54
100 -96 48 16
88 -133 48 24
97 -86 32 22
59 -74 32 17
78 -141 43 23
57 -77 33 49
111 -128 35 12
99 -109 50 6
70 -86 38 16
90 -186 47 83
100 -99 49 6
95 -125 49 8
87 -90 44 6
87 -161 50 29
111 -116 44 3
101 -110 49 8
72 -150 49 56
87 -169 49 52
90 -122 51 14
85 -158 46 15
82 -160 48 14
60 -64 32 14
82 -172 48 28
46 -66 31 15
87 -170 41 35
49 -76 25 30
61 -69 33 6
101 -194 54 40
80 -138 45 14
50 -64 21 12
98 -167 45 36
95 -98 37 9
96 -166 52 65
99 -119 49 8
100 -103 50 4
92 -118 49 49
102 -125 49 12
37 -66 28 14
98 -82 30 6
36 -58 22 24
95 -177 47 51
94 -96 47 27
106 -106 47 12
112 -127 36 12
95 -123 47 21
100 -106 50 8
105 -109 41 12
86 -89 42 3
90 -171 44 24
99 -106 50 3
56 -63 20 21
66 -188 48 92
92 -93 47 3
69 -83 37 6
89 -146 47 38
71 -79 36 7
92 -95 47 3
44 -67 25 49
95 -98 37 11
96 -154 47 25
92 -186 53 33
85 -86 39 11
110 -115 42 10
98 -117 48 13
95 -181 56 37
93 -124 49 16
97 -154 49 47
83 -137 45 13
84 -174 45 70
102 -116 50 12
84 -91 43 24
96 -96 48 4
80 -88 41 7
65 -189 53 40
35 -68 20 18
91 -170 50 55
70 -159 46 64
54 -79 35 10
91 -128 52 5
94 -98 40 9
92 -191 51 64
61 -72 27 29
100 -105 50 4
86 -89 43 35
94 -144 46 29
98 -84 31 3
41 -73 29 24
93 -124 48 8
99 -110 51 13
93 -129 48 14
94 -122 48 8
43 -58 28 26
100 -97 47 3
71 -184 44 30
97 -125 51 6
93 -120 50 15
98 -105 50 10
98 -111 49 7
59 -66 32 14
93 -132 50 12
103 -115 49 15
72 -160 52 16
80 -169 40 70
101 -108 51 4
85 -139 51 20
76 -160 52 12
99 -190 48 28
62 -75 33 15
80 -86 41 3
82 -86 41 31
52 -74 29 12
98 -86 38 14
96 -119 50 13
95 -97 37 3
98 -78 25 12
94 -118 49 8
112 -126 40 24
96 -75 28 19
82 -90 43 5
89 -130 46 7
40 -62 22 29
103 -103 47 3
53 -59 29 28
41 -72 17 27
93 -142 52 4
104 -111 43 10
115 -123 37 7
87 -91 44 33
90 -155 45 41
90 -162 47 10
98 -120 48 6
90 -155 49 24
97 -112 48 27
58 -72 32 22
91 -123 51 24
55 -72 28 22
92 -123 49 6
49 -72 30 19
103 -104 48 5
96 -119 51 48
100 -125 46 25
120 -124 40 25
95 -169 42 32
68 -84 37 12
58 -75 34 11
50 -73 21 49
41 -71 21 31
105 -110 45 3
98 -114 49 5
38 -61 24 28
94 -120 48 6
70 -81 32 13
100 -109 51 11
93 -155 47 26
86 -132 49 6
109 -118 40 13
78 -165 40 44
97 -114 49 3
69 -76 31 25
69 -76 32 10
99 -99 49 3
100 -94 44 3
51 -67 26 10
58 -75 27 48
100 -104 51 16
99 -106 50 12
104 -104 47 6
99 -112 50 6
89 -92 44 41
108 -111 45 3
101 -100 50 3
74 -163 44 44
94 -187 53 31
110 -112 44 3
75 -171 46 12
95 -133 49 19
73 -77 33 16
95 -171 46 20
92 -125 52 26
91 -188 46 69
93 -96 39 3
103 -104 48 6
83 -165 53 20
100 -102 50 3
97 -80 23 14
100 -106 50 3
95 -95 47 3
83 -153 49 53
53 -69 23 8
90 -155 47 12
36 -67 17 51
38 -59 23 27
97 -113 51 3
70 -179 49 56
93 -154 47 44
38 -61 16 45
105 -109 43 3
88 -157 43 33
97 -81 27 21
71 -75 35 41
94 -190 45 78
89 -91 46 22
99 -99 47 3
94 -186 56 64
67 -73 31 33
85 -183 55 51
61 -79 27 18
62 -70 30 13
96 -112 50 26
99 -84 36 19
100 -103 50 7
72 -154 49 32
78 -85 38 15
101 -104 51 3
97 -111 51 32
103 -106 45 3
95 -178 54 64
104 -103 49 22
69 -78 29 26
100 -105 50 3
79 -84 37 18
98 -82 32 15
67 -76 32 11
94 -96 47 6
94 -121 51 17
100 -109 50 18
93 -146 46 23
37 -73 29 68
93 -94 47 41
46 -75 27 31
95 -131 52 20
97 -98 44 6
97 -113 49 3
95 -165 43 40
95 -148 48 12
86 -168 46 20
99 -89 37 5
99 -91 40 10
96 -78 24 20
95 -95 47 15
81 -142 50 31
84 -91 42 13
95 -154 44 15
47 -66 17 15
92 -117 50 29
56 -63 28 32
104 -104 47 18
96 -116 48 12
121 -120 36 27
55 -73 23 41
102 -103 47 3
96 -119 51 46
77 -170 45 20
76 -187 50 37
66 -73 32 22
61 -67 23 16
94 -97 41 3
103 -126 48 14
87 -162 43 62
96 -111 50 41
99 -116 50 6
87 -143 48 18
101 -110 50 3
101 -102 50 3
61 -75 29 30
102 -116 50 11
99 -112 50 3
107 -110 42 9
91 -93 45 38
97 -116 51 9
58 -75 29 35
93 -144 49 30
90 -184 56 37
97 -167 45 24
104 -103 48 22
40 -69 30 10
87 -124 47 7
53 -69 25 52
86 -158 49 35
100 -114 51 58
93 -96 38 4
68 -170 50 43
94 -144 53 9
96 -124 47 18
94 -121 46 21
77 -192 50 48
94 -169 49 38
97 -119 49 22
95 -78 27 12
90 -174 47 22
96 -121 48 3
50 -72 31 10
92 -166 41 39
50 -78 22 37
58 -74 35 23
75 -166 40 24
53 -65 30 59
97 -110 49 7
98 -114 49 14
99 -106 50 28
60 -76 32 44
99 -95 46 3
80 -90 43 39
120 -123 38 31
98 -138 50 28
99 -111 48 3
97 -81 33 6
89 -123 51 8
77 -192 43 60
75 -172 47 18
89 -157 46 6
90 -130 52 35
66 -189 48 46
83 -92 43 18
93 -119 52 36
96 -112 49 4
98 -106 50 5
53 -65 27 34
97 -79 29 3
101 -100 50 3
96 -121 49 21
86 -129 49 23
61 -79 26 39
88 -162 54 40
99 -112 50 22
82 -159 46 10
61 -66 32 35
93 -120 48 14
91 -121 50 48
71 -81 37 34
89 -177 46 58
80 -159 53 50
56 -73 28 27
60 -76 35 11
96 -177 45 33
94 -97 38 3
98 -99 47 7
93 -95 46 24
105 -109 45 5
94 -97 38 12
87 -94 43 3
106 -107 46 6
98 -110 50 4
76 -84 41 21
74 -152 43 57
95 -115 50 12
90 -92 45 12
37 -66 22 24
103 -102 49 13
72 -87 34 8
86 -92 45 30
102 -122 50 14
71 -80 34 6
96 -141 50 12
94 -156 42 18
102 -115 49 15
99 -113 51 6
84 -140 50 41
90 -172 44 52
101 -100 50 3
100 -101 51 7
90 -138 50 34
67 -174 50 24
103 -112 50 5
104 -108 42 6
100 -112 50 18
86 -171 41 24
100 -105 49 15
99 -90 40 3
50 -75 33 50
98 -112 50 3
111 -132 37 16
93 -95 47 16
104 -102 47 3
49 -66 27 60
106 -112 44 14
41 -72 20 12
92 -117 51 16
82 -146 51 12
113 -120 42 6
97 -125 48 24
93 -119 50 16
92 -122 47 5
121 -121 37 23
108 -107 44 8
96 -117 49 14
96 -118 51 32
96 -171 45 24
119 -120 39 18
